assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail
GCA_013352165.1	SAMN11125125	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352175.1	SAMN11125124	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352195.1	SAMN11125123	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352225.1	SAMN11125121	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352235.1	SAMN11125122	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352265.1	SAMN11125118	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352275.1	SAMN11125119	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352285.1	SAMN11125120	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352325.1	SAMN11125117	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352335.1	SAMN11125116	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352365.1	SAMN11125115	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352385.1	SAMN11125114	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352395.1	SAMN11125113	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352415.1	SAMN11125112	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352435.1	SAMN11125111	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352465.1	SAMN11125110	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352485.1	SAMN11125107	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352505.1	SAMN11125109	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352515.1	SAMN11125108	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352545.1	SAMN11125106	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352555.1	SAMN11125105	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352585.1	SAMN11125104	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352605.1	SAMN11125102	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352615.1	SAMN11125103	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352645.1	SAMN11125099	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352655.1	SAMN11125101	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352675.1	SAMN11125097	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352685.1	SAMN11125098	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352725.1	SAMN11125096	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352735.1	SAMN11125095	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352765.1	SAMN11125092	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352775.1	SAMN11125094	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352785.1	SAMN11125093	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352795.1	SAMN11125091	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352845.1	SAMN11125090	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352865.1	SAMN11125089	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352885.1	SAMN11125086	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352905.1	SAMN11125088	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352925.1	SAMN11125087	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352935.1	SAMN11125085	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352965.1	SAMN11125083	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352975.1	SAMN11125079	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013352985.1	SAMN11125072	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353005.1	SAMN11125069	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353045.1	SAMN11125068	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353065.1	SAMN11125048	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353075.1	SAMN11125049	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353085.1	SAMN11125050	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353125.1	SAMN11125047	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353175.1	SAMN11125044	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353185.1	SAMN11125042	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353205.1	SAMN11125043	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353225.1	SAMN11125041	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353265.1	SAMN11125038	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353295.1	SAMN11125040	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353365.1	SAMN11125028	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353375.1	SAMN11125032	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353385.1	SAMN11125029	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353405.1	SAMN11125031	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353415.1	SAMN11125030	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353475.1	SAMN11125022	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353485.1	SAMN11125024	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353525.1	SAMN11125023	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353535.1	SAMN11125025	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353625.1	SAMN11125021	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353725.1	SAMN11125012	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353745.1	SAMN11125011	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353765.1	SAMN11125009	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353775.1	SAMN11125008	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353805.1	SAMN11125007	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353815.1	SAMN11125006	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353845.1	SAMN11125004	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353855.1	SAMN11125005	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353885.1	SAMN11125003	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353905.1	SAMN11125002	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353915.1	SAMN11124999	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353925.1	SAMN11125001	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353965.1	SAMN11125000	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013353985.1	SAMN11124998	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354005.1	SAMN11124990	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354025.1	SAMN11124997	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354045.1	SAMN11124987	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354055.1	SAMN11124989	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354075.1	SAMN11124986	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354105.1	SAMN11124985	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354125.1	SAMN11124984	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354145.1	SAMN11124983	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354185.1	SAMN11124982	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354325.1	SAMN11124974	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354365.1	SAMN11124970	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354465.1	SAMN11124969	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354525.1	SAMN11124968	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354535.1	SAMN11124966	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354575.1	SAMN11124963	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354595.1	SAMN11124964	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354605.1	SAMN11124965	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354645.1	SAMN11124961	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354665.1	SAMN11124962	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354685.1	SAMN11124959	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354695.1	SAMN11124960	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354725.1	SAMN11124958	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354735.1	SAMN11124956	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354745.1	SAMN11124957	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354765.1	SAMN11124954	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354805.1	SAMN11124955	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354815.1	SAMN11124953	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354835.1	SAMN11124952	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354865.1	SAMN11124951	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354885.1	SAMN11124950	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354905.1	SAMN11124949	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354915.1	SAMN11124947	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354935.1	SAMN11124948	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354965.1	SAMN11124945	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354985.1	SAMN11124946	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013354995.1	SAMN11124942	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355005.1	SAMN11124944	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355045.1	SAMN11124941	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355055.1	SAMN11124943	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355085.1	SAMN11124939	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355095.1	SAMN11124936	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355125.1	SAMN11124938	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355145.1	SAMN11124937	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355155.1	SAMN11124935	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355165.1	SAMN11124934	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355205.1	SAMN11124932	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355225.1	SAMN11124931	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355235.1	SAMN11124929	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355245.1	SAMN11124933	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355285.1	SAMN11124930	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355305.1	SAMN11124926	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355315.1	SAMN11124928	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355345.1	SAMN11124927	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355355.1	SAMN11124925	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355385.1	SAMN11124924	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355405.1	SAMN11124923	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355415.1	SAMN11124922	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355445.1	SAMN11124921	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355465.1	SAMN11124920	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355485.1	SAMN11124917	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355495.1	SAMN11124919	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355525.1	SAMN11124916	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355535.1	SAMN11124918	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355565.1	SAMN11124914	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355585.1	SAMN11124913	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355605.1	SAMN11124912	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355615.1	SAMN11124911	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355635.1	SAMN11124915	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355665.1	SAMN11124909	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355685.1	SAMN11124907	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355705.1	SAMN11124910	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
