synonym,source_column,original_value,normalized_value,destination,category,proposed_value,broad_value,ontology_id,method,confidence,status,note
Smoked pork ham,,Smoked pork ham,smoked pork ham,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Chopped cheese,,Chopped cheese,chopped cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Chicken fillet with hard cheese,,Chicken fillet with hard cheese,chicken fillet with hard cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Sharri hard cheese,,Sharri hard cheese,sharri hard cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Product-RTE-Dried-Pork,,Product-RTE-Dried-Pork,product rte dried pork,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
porcine food,,porcine food,porcine food,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Engineered seafood-imitation crab,,Engineered seafood-imitation crab,engineered seafood imitation crab,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
deli salad-smoked fish salad,,deli salad-smoked fish salad,deli salad smoked fish salad,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
deli meat-supressata,,deli meat-supressata,deli meat supressata,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
"Product-RTE-Other Fully Cooked, Sliced-Turkey",,"Product-RTE-Other Fully Cooked, Sliced-Turkey",product rte other fully cooked sliced turkey,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Pre-cut fruit medley,,Pre-cut fruit medley,pre cut fruit medley,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen turkey and produce raw dog food,,frozen turkey and produce raw dog food,frozen turkey and produce raw dog food,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
turkey cheese sandwich,,turkey cheese sandwich,turkey cheese sandwich,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
brie cheese,,brie cheese,brie cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
environmental swab sponge wall base board,,environmental swab sponge wall base board,environmental swab sponge wall base board,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
deli roast beef,,deli roast beef,deli roast beef,Isolation_Source_SD,beef/meat product,beef/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
robiola soft ripened cheese,,robiola soft ripened cheese,robiola soft ripened cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
turkey and cheese sandwich,,turkey and cheese sandwich,turkey and cheese sandwich,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
avocado pit fruit,,avocado pit fruit,avocado pit fruit,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
soft white cheese,,soft white cheese,soft white cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
mackerel fish,,mackerel fish,mackerel fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
smoked salmon cream cheese base,,smoked salmon cream cheese base,smoked salmon cream cheese base,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
iceberg lettuce shredded,,iceberg lettuce shredded,iceberg lettuce shredded,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
raw milk aged cheese,,raw milk aged cheese,raw milk aged cheese,Isolation_Source_SD,milk,milk,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
environmental swab sponge floor produce area,,environmental swab sponge floor produce area,environmental swab sponge floor produce area,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
environmental swab sponge cutting board,,environmental swab sponge cutting board,environmental swab sponge cutting board,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
environmental swab sponge ice cream machine,,environmental swab sponge ice cream machine,environmental swab sponge ice cream machine,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
RTE Product-Franks,,RTE Product-Franks,rte product franks,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
blue crab claw meat,,blue crab claw meat,blue crab claw meat,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
turkey and cheese wrap sandwich,,turkey and cheese wrap sandwich,turkey and cheese wrap sandwich,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen raw dog food duck meat,,frozen raw dog food duck meat,frozen raw dog food duck meat,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
water trough,,water trough,water trough,Environment_Medium_SD,agricultural/food-production water,agricultural/food-production water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 3 2026-04-30
"""Product-RTE-Fully Cooked\, Meat/Nonmeat Combination-Other Poultry""",,"""Product-RTE-Fully Cooked\, Meat/Nonmeat Combination-Other Poultry""",product rte fully cooked meat nonmeat combination other poultry,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
turkey and cheese wrap,,turkey and cheese wrap,turkey and cheese wrap,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
chicken salad wrap in spinach,,chicken salad wrap in spinach,chicken salad wrap in spinach,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
chicken salad wrap on tomato,,chicken salad wrap on tomato,chicken salad wrap on tomato,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
lobster meat,,lobster meat,lobster meat,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
barbecue pork,,barbecue pork,barbecue pork,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
mexican white cheese,,mexican white cheese,mexican white cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
soft white mexican cheese,,soft white mexican cheese,soft white mexican cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
mixed fruit,,mixed fruit,mixed fruit,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
environmental swab sponge new plastic bucket interior,,environmental swab sponge new plastic bucket interior,environmental swab sponge new plastic bucket interior,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
pasteurized milk queso fresco cheese vacuum packed plastic,,pasteurized milk queso fresco cheese vacuum packed plastic,pasteurized milk queso fresco cheese vacuum packed plastic,Isolation_Source_SD,milk,milk,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
crumbled blue cheese,,crumbled blue cheese,crumbled blue cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
food/environmental,,food/environmental,food environmental,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Fresh fish,,Fresh fish,fresh fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
meat kebab,,meat kebab,meat kebab,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
rabbit meat product,,rabbit meat product,rabbit meat product,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
fresh meat bovine,,fresh meat bovine,fresh meat bovine,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
holding area standing water,,holding area standing water,holding area standing water,Environment_Medium_SD,environmental water,environmental water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2 2026-04-30
individually quick frozen spinach,,individually quick frozen spinach,individually quick frozen spinach,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
ham green onion cheese spread,,ham green onion cheese spread,ham green onion cheese spread,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Blood Agar,,Blood Agar,blood agar,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; blood material/site
avocado whole pit fruit,,avocado whole pit fruit,avocado whole pit fruit,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
rotini with vegetable,,rotini with vegetable,rotini with vegetable,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
cubed cheddar cheese,,cubed cheddar cheese,cubed cheddar cheese,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Food products (fish),,Food products (fish),food products fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Solid - Food; Food; Fruit and Vegetable-based Products; Raw and raw processed - Mushrooms; Fresh,,Solid - Food; Food; Fruit and Vegetable-based Products; Raw and raw processed - Mushrooms; Fresh,solid food food fruit and vegetable based products raw and raw processed mushrooms fresh,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
"Environmental, Swab or Sampling; swab - inanimate object surface",,"Environmental, Swab or Sampling; swab - inanimate object surface",environmental swab or sampling swab inanimate object surface,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
Food; Dairy Products,,Food; Dairy Products,food dairy products,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
non-potable water,,non-potable water,non potable water,Environment_Medium_SD,built-environment water,built-environment water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2 2026-04-30
non-food plant material,,non-food plant material,non food plant material,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
pollack fish,,pollack fish,pollack fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
beef pork,,beef pork,beef pork,Isolation_Source_SD,beef/meat product,beef/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
ground pork sausage,,ground pork sausage,ground pork sausage,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
beef sections,,beef sections,beef sections,Isolation_Source_SD,beef/meat product,beef/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
meat beef,,meat beef,meat beef,Isolation_Source_SD,beef/meat product,beef/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
five cheese stuffed shell,,five cheese stuffed shell,five cheese stuffed shell,Isolation_Source_SD,dairy food,dairy food,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen poultry by product,,frozen poultry by product,frozen poultry by product,Isolation_Source_SD,poultry meat/product,poultry meat/product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
environmental swab sponge drain raw meat,,environmental swab sponge drain raw meat,environmental swab sponge drain raw meat,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
raw chicken based dog food,,raw chicken based dog food,raw chicken based dog food,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
surface-sterilized gnotobiotic actinorhizal nodule; gnotobiotic green alder inoculated with speckled alder rhizosphere soil,,surface-sterilized gnotobiotic actinorhizal nodule; gnotobiotic green alder inoculated with speckled alder rhizosphere soil,surface sterilized gnotobiotic actinorhizal nodule gnotobiotic green alder inoculated with speckled alder rhizosphere soil,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
Rhizosphere soil of tomato,,Rhizosphere soil of tomato,rhizosphere soil of tomato,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
Soda lake sediment,,Soda lake sediment,soda lake sediment,Environment_Medium_SD,sediment,sediment,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; sediment pattern
PAH contaminated soil,,PAH contaminated soil,pah contaminated soil,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
Tobacco-planting soil,,Tobacco-planting soil,tobacco planting soil,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
fish of aquaculture origin,,fish of aquaculture origin,fish of aquaculture origin,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
bay sediment,,bay sediment,bay sediment,Environment_Medium_SD,sediment,sediment,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; sediment pattern
Soil from the Namib Desert,,Soil from the Namib Desert,soil from the namib desert,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
peeled shrimp,,peeled shrimp,peeled shrimp,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
defect swab,,defect swab,defect swab,Sample_Type_SD,wound/lesion/abscess swab,wound/lesion/abscess swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; generic swab; targeted suspicious fallback refinement 3 2026-04-30
"leaf tissue from coltsfoot growing on soil with high Hg contamination, on the site of an industrial plant",,"leaf tissue from coltsfoot growing on soil with high Hg contamination, on the site of an industrial plant",leaf tissue from coltsfoot growing on soil with high hg contamination on the site of an industrial plant,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
waterborne isolate collected from the water network of the medical ICU department,,waterborne isolate collected from the water network of the medical ICU department,waterborne isolate collected from the water network of the medical icu department,Environment_Medium_SD,built-environment water,built-environment water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 3 2026-04-30
PA14 biofilm subpopulation,,PA14 biofilm subpopulation,pa14 biofilm subpopulation,Environment_Medium_SD,biofilm,biofilm,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; biofilm pattern
"environment, river water",,"environment, river water",environment river water,Environment_Medium_SD,river water,river water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern
Arable; Bulk soil,,Arable; Bulk soil,arable bulk soil,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
cornfield soil,,cornfield soil,cornfield soil,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
skimmed milk concentrate,,skimmed milk concentrate,skimmed milk concentrate,Isolation_Source_SD,milk,milk,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
subsurface water sample,,subsurface water sample,subsurface water sample,Environment_Medium_SD,surface water,surface water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; refined generic water mapping 2026-04-30
blood sample from patient with septicaemia,,blood sample from patient with septicaemia,blood sample from patient with septicaemia,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; blood material/site
ground water from background well at DOE's FRC site at Oak Ridge,,ground water from background well at DOE's FRC site at Oak Ridge,ground water from background well at doe s frc site at oak ridge,Environment_Medium_SD,groundwater,groundwater,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; refined generic water mapping 2026-04-30
runoff water,,runoff water,runoff water,Environment_Medium_SD,drainage/runoff water,drainage/runoff water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 3 2026-04-30
semi-finished milk product,,semi-finished milk product,semi finished milk product,Isolation_Source_SD,milk,milk,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
petroleum polluted soil,,petroleum polluted soil,petroleum polluted soil,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
Strawberry leaves,,Strawberry leaves,strawberry leaves,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Woodland soil suspension using corn as trap plants,,Woodland soil suspension using corn as trap plants,woodland soil suspension using corn as trap plants,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; soil/agricultural material
biofilm from outdoor freshwater natural spring,,biofilm from outdoor freshwater natural spring,biofilm from outdoor freshwater natural spring,Environment_Medium_SD,freshwater,freshwater,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern
Fermented shrimp paste,,Fermented shrimp paste,fermented shrimp paste,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Bulk Coarse Ground Chicken/Beef/Soy,,Bulk Coarse Ground Chicken/Beef/Soy,bulk coarse ground chicken beef soy,Isolation_Source_SD,beef/meat product,beef/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen iguana meat,,frozen iguana meat,frozen iguana meat,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
fish meal for animal feed,,fish meal for animal feed,fish meal for animal feed,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Patient: associated with 2006 almond outbreak,,Patient: associated with 2006 almond outbreak,patient associated with 2006 almond outbreak,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen raw pealed deveined shrimp,,frozen raw pealed deveined shrimp,frozen raw pealed deveined shrimp,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Environmental Swab-Manure belt,,Environmental Swab-Manure belt,environmental swab manure belt,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
snack dry charal fish,,snack dry charal fish,snack dry charal fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
whisker sheatfish fish,,whisker sheatfish fish,whisker sheatfish fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
sea snail meat,,sea snail meat,sea snail meat,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Cow Milk Sample from Dairy Farm,,Cow Milk Sample from Dairy Farm,cow milk sample from dairy farm,Isolation_Source_SD,milk,milk,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Fecal Sample from Dairy Farm,,Fecal Sample from Dairy Farm,fecal sample from dairy farm,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
Environmental-Beefcattlefarm-Water,,Environmental-Beefcattlefarm-Water,environmental beefcattlefarm water,Environment_Medium_SD,agricultural/aquaculture water,agricultural/aquaculture water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 2026-04-30
meat bovine,,meat bovine,meat bovine,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
red meat spice rub,,red meat spice rub,red meat spice rub,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
